,A,B,S,C
910,"['education=no college graduate', 'sex=female']",['age=14-34'],0.25363583478766727,0.6259870782483847
911,"['education=no college graduate', 'age=14-34']",['sex=female'],0.25363583478766727,0.5525982256020279
912,"['type of home=apartment', 'number of children=0']",['householder status=rent'],0.2052065154159395,0.9598639455782313
913,['type of home=apartment'],"['householder status=rent', 'number of children=0']",0.2052065154159395,0.7445910290237467
914,"['householder status=rent', 'number of children=0']",['type of home=apartment'],0.2052065154159395,0.6559739655973965
915,"['householder status=rent', 'type of home=apartment']",['number of children=0'],0.2052065154159395,0.818445475638051
916,"['age=14-34', 'ethnic classification=white']","['income=$0-$40,000']",0.2527632344386271,0.7137577002053388
917,"['income=$0-$40,000', 'ethnic classification=white']",['age=14-34'],0.2527632344386271,0.6536291839037232
918,"['income=$0-$40,000', 'age=14-34']",['ethnic classification=white'],0.2527632344386271,0.5789473684210527
919,"['age=14-34', 'number in household=1']",['marital status=single'],0.21262361838278068,0.5682083171395258
920,"['marital status=single', 'number in household=1']",['age=14-34'],0.21262361838278068,0.8354285714285714
921,['marital status=single'],"['age=14-34', 'number in household=1']",0.21262361838278068,0.5197298258087452
922,"['marital status=single', 'age=14-34']",['number in household=1'],0.21262361838278068,0.581774771189813
923,"['number of children=1+', 'years in bay area=10+']",['language in home=english'],0.23632926119837114,0.9108744394618834
924,['number of children=1+'],"['years in bay area=10+', 'language in home=english']",0.23632926119837114,0.625
925,"['language in home=english', 'number of children=1+']",['years in bay area=10+'],0.23632926119837114,0.7102272727272727
926,"['marital status=married', 'language in home=english']",['number of children=0'],0.20055264688772542,0.5647010647010647
927,['marital status=married'],"['number of children=0', 'language in home=english']",0.20055264688772542,0.5199849170437406
928,"['marital status=married', 'number of children=0']",['language in home=english'],0.20055264688772542,0.940013633265167
929,"['sex=male', 'education=no college graduate']",['age=14-34'],0.2053519488074462,0.6844401357246728
930,"['age=14-34', 'sex=male']",['education=no college graduate'],0.2053519488074462,0.7640692640692641
931,"['age=14-34', 'number of children=0']",['dual incomes=not married'],0.2613438045375218,0.7772491349480969
932,"['dual incomes=not married', 'number of children=0']",['age=14-34'],0.2613438045375218,0.6582417582417582
933,"['dual incomes=not married', 'age=14-34']",['number of children=0'],0.2613438045375218,0.5944426066821039
934,"['education=no college graduate', 'number of children=0']",['dual incomes=not married'],0.2651250727166958,0.6648431801604668
935,"['dual incomes=not married', 'number of children=0']",['education=no college graduate'],0.2651250727166958,0.6677655677655677
936,"['dual incomes=not married', 'education=no college graduate']",['number of children=0'],0.2651250727166958,0.5846696600384862
937,"['number in household=1', 'ethnic classification=white']",['type of home=house'],0.26207097149505526,0.5239895318406513
938,"['type of home=house', 'ethnic classification=white']",['number in household=1'],0.26207097149505526,0.6451843895452918
939,"['type of home=house', 'number in household=1']",['ethnic classification=white'],0.26207097149505526,0.7568248635027299
940,"['number in household=1', 'ethnic classification=white']",['age=35+'],0.2529086678301338,0.5056702529805176
941,"['age=35+', 'ethnic classification=white']",['number in household=1'],0.2529086678301338,0.8013824884792626
942,['age=35+'],"['number in household=1', 'ethnic classification=white']",0.2529086678301338,0.6099614170466503
943,"['age=35+', 'number in household=1']",['ethnic classification=white'],0.2529086678301338,0.7962454212454212
944,"['householder status=rent', 'language in home=english']",['number in household=1'],0.3190808609656777,0.8313755210306935
945,['householder status=rent'],"['number in household=1', 'language in home=english']",0.3190808609656777,0.7612768910478834
946,"['householder status=rent', 'number in household=1']",['language in home=english'],0.3190808609656777,0.9348103962505326
947,"['number in household=1', 'language in home=english']",['age=14-34'],0.3471495055264689,0.5344827586206896
948,['number in household=1'],"['age=14-34', 'language in home=english']",0.3471495055264689,0.501786840445659
949,"['age=14-34', 'language in home=english']",['number in household=1'],0.3471495055264689,0.6614020504294819
950,['age=14-34'],"['number in household=1', 'language in home=english']",0.3471495055264689,0.5930434782608696
951,"['age=14-34', 'number in household=1']",['language in home=english'],0.3471495055264689,0.927710843373494
952,"['type of home=apartment', 'language in home=english']",['householder status=rent'],0.23065735892961023,0.9237041351193943
953,['type of home=apartment'],"['householder status=rent', 'language in home=english']",0.23065735892961023,0.8369393139841689
954,"['householder status=rent', 'language in home=english']",['type of home=apartment'],0.23065735892961023,0.6009852216748769
955,['householder status=rent'],"['type of home=apartment', 'language in home=english']",0.23065735892961023,0.5503122831367107
956,"['householder status=rent', 'type of home=apartment']",['language in home=english'],0.23065735892961023,0.919953596287703
957,"['dual incomes=not married', 'householder status=rent']","['income=$0-$40,000']",0.23632926119837114,0.8307770961145194
958,['householder status=rent'],"['income=$0-$40,000', 'dual incomes=not married']",0.23632926119837114,0.5638445523941708
959,"['income=$0-$40,000', 'householder status=rent']",['dual incomes=not married'],0.23632926119837114,0.7309941520467836
960,"['income=$0-$40,000', 'dual incomes=not married']",['householder status=rent'],0.23632926119837114,0.5113278791692889
961,"['number of children=0', 'years in bay area=10+']",['sex=female'],0.20913321698662013,0.5401953418482344
962,"['sex=female', 'years in bay area=10+']",['number of children=0'],0.20913321698662013,0.5648075412411626
963,"['sex=female', 'number of children=0']",['years in bay area=10+'],0.20913321698662013,0.6509732910819376
964,"['age=14-34', 'ethnic classification=white']",['number in household=1'],0.2472367655613729,0.6981519507186859
965,"['age=14-34', 'number in household=1']",['ethnic classification=white'],0.2472367655613729,0.6607073455110766
966,"['sex=female', 'ethnic classification=white']",['dual incomes=not married'],0.20142524723676555,0.5312619869581895
967,"['dual incomes=not married', 'ethnic classification=white']",['sex=female'],0.20142524723676555,0.5272173582032736
968,"['dual incomes=not married', 'sex=female']",['ethnic classification=white'],0.20142524723676555,0.6388376383763837
969,"['number of children=0', 'language in home=english']",['ethnic classification=white'],0.44749854566608493,0.771371270995237
970,['number of children=0'],"['ethnic classification=white', 'language in home=english']",0.44749854566608493,0.7195977549111319
971,"['ethnic classification=white', 'language in home=english']",['number of children=0'],0.44749854566608493,0.6785005512679162
972,['ethnic classification=white'],"['number of children=0', 'language in home=english']",0.44749854566608493,0.6681867535287731
973,"['ethnic classification=white', 'number of children=0']",['language in home=english'],0.44749854566608493,0.9868505452212957
974,"['marital status=married', 'language in home=english']",['sex=female'],0.21611401977894124,0.6085176085176085
975,['marital status=married'],"['sex=female', 'language in home=english']",0.21611401977894124,0.5603318250377074
976,"['sex=female', 'marital status=married']",['language in home=english'],0.21611401977894124,0.935179358086847
977,"['marital status=single', 'language in home=english']",['ethnic classification=white'],0.24621873182082607,0.6750398724082934
978,['marital status=single'],"['ethnic classification=white', 'language in home=english']",0.24621873182082607,0.6018485602559545
979,"['marital status=single', 'ethnic classification=white']",['language in home=english'],0.24621873182082607,0.9752304147465438
980,"['education=no college graduate', 'number of children=0']",['householder status=rent'],0.20404304828388597,0.5116703136396791
981,"['householder status=rent', 'number of children=0']",['education=no college graduate'],0.20404304828388597,0.6522547652254765
982,"['householder status=rent', 'education=no college graduate']",['number of children=0'],0.20404304828388597,0.6987051792828686
983,"['education=no college graduate', 'ethnic classification=white']",['number of children=0'],0.2819953461314718,0.6320078226857888
984,"['number of children=0', 'ethnic classification=white']",['education=no college graduate'],0.2819953461314718,0.6218729955099422
985,"['number of children=0', 'education=no college graduate']",['ethnic classification=white'],0.2819953461314718,0.7071480671043034
986,"['marital status=married', 'language in home=english']",['ethnic classification=white'],0.2754508435136707,0.7755937755937756
987,['marital status=married'],"['ethnic classification=white', 'language in home=english']",0.2754508435136707,0.7141779788838613
988,"['marital status=married', 'ethnic classification=white']",['language in home=english'],0.2754508435136707,0.988517745302714
989,"['age=14-34', 'education=no college graduate']","['income=$0-$40,000']",0.3647469458987784,0.7946768060836502
990,['education=no college graduate'],"['income=$0-$40,000', 'age=14-34']",0.3647469458987784,0.5172200453701794
991,['age=14-34'],"['income=$0-$40,000', 'education=no college graduate']",0.3647469458987784,0.6231055900621117
992,"['income=$0-$40,000', 'education=no college graduate']",['age=14-34'],0.3647469458987784,0.726745870762098
993,"['income=$0-$40,000']","['age=14-34', 'education=no college graduate']",0.3647469458987784,0.585981308411215
994,"['income=$0-$40,000', 'age=14-34']",['education=no college graduate'],0.3647469458987784,0.8354430379746836
995,"['age=14-34', 'ethnic classification=white']",['dual incomes=not married'],0.2641070389761489,0.7457905544147844
